Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0x3c6c79ff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [2e-04, 1e+00]
Found heuristic solution: objective -1.00211e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.00211e+15

Root relaxation: objective 4.210915e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  7331  3307 223456.434   25  140 222849.064 223527.077  0.30%   122 1420s
  7355  3323 223299.314   26  144 222849.064 223527.045  0.30%   122 1425s
  7392  3335 223312.102   26  139 222849.064 223525.646  0.30%   122 1430s
  7423  3351 222960.216   30  109 222849.064 223524.959  0.30%   122 1435s
  7462  3371 223046.274   32  125 222849.064 223523.553  0.30%   122 1440s
  7513  3389 223150.318   23  133 222849.064 223522.544  0.30%   122 1445s
  7540  3399     cutoff   35      222849.064 223522.444  0.30%   121 1450s
  7575  3421 223082.656   29  131 222849.064 223522.064  0.30%   121 1455s
  7618  3428 223379.159   20  156 222849.064 223521.419  0.30%   121 1460s
  7638  3440 223153.004   23  136 222849.064 223521.174  0.30%   122 1465s
  7660  3450 223137.868   33  119 222849.064 223517.556  0.30%   122 1470s
  7693  3463 222897.267   31  122 222849.064 223517.146  0.30%   122 1475s
  7719  3476 223228.236   24  144 222849.064 223515.794  0.30%   122 1480s
  7752  3491 223039.146   31  118 222849.064 223515.703  0.30%   122 1485s
  7785  3506 223274.683   29  123 222849.064 223515.456  0.30%   122 1491s
  7828  3526 223402.342   25  133 222849.064 223514.600  0.30%   122 1495s
  7861  3539     cutoff   32      222849.064 223514.476  0.30%   122 1500s
  7904  3556 223330.219   25  138 222849.064 223512.642  0.30%   122 1505s
  7938  3565 223335.643   26  135 222849.064 223512.431  0.30%   122 1510s
  7972  3579 223166.080   30  122 222849.064 223511.877  0.30%   122 1515s
  8007  3592 223146.204   27  124 222849.064 223511.640  0.30%   122 1520s
  8033  3605 223278.441   23  142 222849.064 223511.436  0.30%   122 1525s
  8073  3622 223191.399   29  121 222849.064 223511.220  0.30%   122 1530s
  8124  3645 222961.790   33  110 222849.064 223510.580  0.30%   122 1535s
  8157  3656 222867.453   30  123 222849.064 223510.130  0.30%   122 1540s
  8204  3678     cutoff   41      222849.064 223509.326  0.30%   122 1545s
